"time","customPlant.v_psgr","customPlant.v_trolley","customPlant.x_psgr","customPlant.x_trolley","pid.D.x","pid.I.y","der(customPlant.v_psgr)","der(customPlant.v_trolley)","der(customPlant.x_psgr)","der(customPlant.x_trolley)","der(pid.D.x)","der(pid.I.y)","multiSum.u[1]","multiSum.u[2]","multiSum.y","pid.Add.y","pid.D.y","pid.P.y","pid.y","customPlant.F_traction","lookUp.v_ideal","pid.Add.u1","pid.Add.u2","pid.Add.u3","pid.D.u","pid.Gain.u","pid.Gain.y","pid.I.u","pid.P.u","pid.u","product.u1","product.y"
85.2,-4.126034321524364e-07,10.02788507679164,9.211942702657181e-05,683.817837783131,-0.02788776437307059,1.027541438360191,-1.692790960451457e-08,-0.000358086157715703,-4.126034321524364e-07,10.02788507679164,0.0003580955262020059,-0.000420242934343296,-10.02788507679164,10,-0.02788507679163743,0.999683237382885,2.68758143315978e-05,-0.02788507679163743,329.2752132800426,329.2752132800426,10,-0.02788507679163743,1.027541438360191,2.68758143315978e-05,-0.02788507679163743,0.999683237382885,329.2752132800426,-0.02788507679163743,-0.02788507679163743,-0.02788507679163743,10.02788507679164,-10.02788507679164
85.8,-4.542656447371776e-07,10.02767047797106,9.189079205548837e-05,689.8345043598262,-0.02767315925834222,1.027290264187419,1.141474310844204e-07,-0.0003572452873003822,-4.542656447371776e-07,10.02767047797106,0.000357256887882171,-0.0004170088160104616,-10.02767047797106,10,-0.02767047797106414,0.9996465990891357,2.681287278073763e-05,-0.02767047797106414,329.263145375393,329.263145375393,10,-0.02767047797106414,1.027290264187419,2.681287278073763e-05,-0.02767047797106414,0.9996465990891357,329.263145375393,-0.02767047797106414,-0.02767047797106414,-0.02767047797106414,10.02767047797106,-10.02767047797106
86.40000000000001,-4.702109127987312e-07,10.0274564376452,9.162359702324777e-05,695.851042322126,-0.02745911137238684,1.027041028301972,1.76899942474875e-07,-0.000356235957995131,-4.702109127987312e-07,10.0274564376452,0.0003562495755600704,-0.0004137831144898175,-10.0274564376452,10,-0.02745643764519734,0.9996113279286695,2.673727189504704e-05,-0.02745643764519734,329.2515277764868,329.2515277764868,10,-0.02745643764519734,1.027041028301972,2.673727189504704e-05,-0.02745643764519734,0.9996113279286695,329.2515277764868,-0.02745643764519734,-0.02745643764519734,-0.02745643764519734,10.0274564376452,-10.0274564376452
87,-4.479096837298724e-07,10.02724304527744,9.13397045867963e-05,701.8674520801064,-0.02724571029199043,1.026793724523785,7.683301672587667e-08,-0.0003550732605943805,-4.479096837298724e-07,10.02724304527744,0.0003550886963666772,-0.0004105671780424286,-10.02724304527744,10,-0.02724304527744081,0.9995773293918404,2.665014549613903e-05,-0.02724304527744081,329.2403293537795,329.2403293537795,10,-0.02724304527744081,1.026793724523785,2.665014549613903e-05,-0.02724304527744081,0.9995773293918404,329.2403293537795,-0.02724304527744081,-0.02724304527744081,-0.02724304527744081,10.02724304527744,-10.02724304527744
87.59999999999999,-4.522270025541766e-07,10.02703037455565,9.102774651635899e-05,707.883734127666,-0.02703302980078342,1.026548345409549,-2.658917878454471e-09,-0.0003537699372447783,-4.522270025541766e-07,10.02703037455565,0.0003537870111551881,-0.0004073621171834901,-10.02703037455565,10,-0.02703037455565216,0.9995445233052094,2.655245131259754e-05,-0.02703037455565216,329.22952369978,329.22952369978,10,-0.02703037455565216,1.026548345409549,2.655245131259754e-05,-0.02703037455565216,0.9995445233052094,329.22952369978,-0.02703037455565216,-0.02703037455565216,-0.02703037455565216,10.02703037455565,-10.02703037455565
88.2,-4.94365922573803e-07,10.02681852261605,9.071060520864199e-05,713.8998888246215,-0.02682116715677459,1.026304885536631,-1.126902807382487e-07,-0.0003523422015920738,-4.94365922573803e-07,10.02681852261605,0.0003523607472838207,-0.0004041693958074729,-10.02681852261605,10,-0.02681852261605044,0.9995128083278224,2.644540724142108e-05,-0.02681852261605044,329.2190774348505,329.2190774348505,10,-0.02681852261605044,1.026304885536631,2.644540724142108e-05,-0.02681852261605044,0.9995128083278224,329.2190774348505,-0.02681852261605044,-0.02681852261605044,-0.02681852261605044,10.02681852261605,-10.02681852261605
88.8,-5.594442485920259e-07,10.02660755433439,9.036984305502849e-05,719.9159167166982,-0.02661018732171074,1.026063336680663,-1.98977507143109e-07,-0.0003508014936515548,-5.594442485920259e-07,10.02660755433439,0.0003508213626678618,-0.0004009899916264669,-10.02660755433439,10,-0.02660755433438844,0.9994821122194975,2.632987322299246e-05,-0.02660755433438844,329.2089667645525,329.2089667645525,10,-0.02660755433438844,1.026063336680663,2.632987322299246e-05,-0.02660755433438844,0.9994821122194975,329.2089667645525,-0.02660755433438844,-0.02660755433438844,-0.02660755433438844,10.02660755433439,-10.02660755433439
89.40000000000001,-6.367931665659295e-07,10.02639753719071,8.999027152177643e-05,725.9318183345914,-0.02640015786451431,1.02582369084378,-2.113027095453142e-07,-0.0003491596386092604,-6.367931665659295e-07,10.02639753719071,0.0003491806989799449,-0.0003978249216006795,-10.02639753719071,10,-0.02639753719071436,0.999452360391065,2.620673799948181e-05,-0.02639753719071436,329.1991671207392,329.1991671207392,10,-0.02639753719071436,1.02582369084378,2.620673799948181e-05,-0.02639753719071436,0.999452360391065,329.1991671207392,-0.02639753719071436,-0.02639753719071436,-0.02639753719071436,10.02639753719071,-10.02639753719071
90,-7.267406038454732e-07,10.02618854009852,8.957734639236416e-05,731.9475942000564,-0.02619114778910403,1.025585940162856,-1.582475486369302e-07,-0.0003474286722842517,-7.267406038454732e-07,10.02618854009852,0.0003474508043049749,-0.0003946752242931283,-10.02618854009852,10,-0.02618854009852356,0.9994234769701376,2.607690580472971e-05,-0.02618854009852356,329.1896535125976,329.1896535125976,10,-0.02618854009852356,1.025585940162856,2.607690580472971e-05,-0.02618854009852356,0.9994234769701376,329.1896535125976,-0.02618854009852356,-0.02618854009852356,-0.02618854009852356,10.02618854009852,-10.02618854009852
90.59999999999999,-7.916348863821008e-07,10.02598059672665,8.913152550755368e-05,737.9632450367982,-0.02598319081550993,1.025350073731272,-1.081246585788595e-07,-0.0003456154132545223,-7.916348863821008e-07,10.02598059672665,0.0003456385006402409,-0.0003915414071109765,-10.02598059672665,10,-0.02598059672664554,0.9993954178932698,2.594088864382726e-05,-0.02598059672664554,329.1804114265302,329.1804114265302,10,-0.02598059672664554,1.025350073731272,2.594088864382726e-05,-0.02598059672664554,0.9993954178932698,329.1804114265302,-0.02598059672664554,-0.02598059672664554,-0.02598059672664554,10.02598059672665,-10.02598059672665
91.2,-8.316045584475703e-07,10.02577377623236,8.86500870285287e-05,743.9787713647161,-0.02577635619171955,1.02511608371387,-3.800833357769013e-08,-0.0003437319322481298,-8.316045584475703e-07,10.02577377623236,0.0003437558738294806,-0.0003884245122912179,-10.02577377623236,10,-0.0257737762323611,0.9993681070750934,2.579959358449401e-05,-0.0257737762323611,329.1714158015726,329.1714158015726,10,-0.0257737762323611,1.02511608371387,2.579959358449401e-05,-0.0257737762323611,0.9993681070750934,329.1714158015726,-0.0257737762323611,-0.0257737762323611,-0.0257737762323611,10.02577377623236,-10.02577377623236
91.8,-8.719464915237992e-07,10.02556807175486,8.815250764040065e-05,749.994174117433,-0.02557063706274255,1.024883956040453,2.627209828698333e-08,-0.0003417790035059704,-8.719464915237992e-07,10.02556807175486,0.0003418036996014968,-0.0003853244364377622,-10.02556807175486,10,-0.02556807175485787,0.9993415373644418,2.565307884679069e-05,-0.02556807175485787,329.1626642822768,329.1626642822768,10,-0.02556807175485787,1.024883956040453,2.565307884679069e-05,-0.02556807175485787,0.9993415373644418,329.1626642822768,-0.02556807175485787,-0.02556807175485787,-0.02556807175485787,10.02556807175486,-10.02556807175486
92.40000000000001,-9.026629837018953e-07,10.02536353850752,8.763799913277737e-05,756.0094538939104,-0.02536608871713497,1.024653681684351,7.831642110217957e-08,-0.0003397666319052311,-9.026629837018953e-07,10.02536353850752,0.0003397919939298869,-0.0003822420116456657,-10.02536353850752,10,-0.02536353850751993,0.999315645272981,2.550209615037602e-05,-0.02536353850751993,329.1541359568841,329.1541359568841,10,-0.02536353850751993,1.024653681684351,2.550209615037602e-05,-0.02536353850751993,0.999315645272981,329.1541359568841,-0.02536353850751993,-0.02536353850751993,-0.02536353850751993,10.02536353850752,-10.02536353850752
93,-9.235788853827082e-07,10.02516021442835,8.711141305733246e-05,762.0246113862474,-0.0251627491487762,1.024425250215269,1.0631716154645e-07,-0.0003377022533224858,-9.235788853827082e-07,10.02516021442835,0.000337728201360008,-0.0003791778096608591,-10.02516021442835,10,-0.02516021442835381,0.9992903829911389,2.534720422386894e-05,-0.02516021442835381,329.1458150778992,329.1458150778992,10,-0.02516021442835381,1.024425250215269,2.534720422386894e-05,-0.02516021442835381,0.9992903829911389,329.1458150778992,-0.02516021442835381,-0.02516021442835381,-0.02516021442835381,10.02516021442835,-10.02516021442835
93.59999999999999,-9.345190469670901e-07,10.02495813745537,8.65776009657395e-05,768.0396472865423,-0.0249606563515456,1.024198651202914,9.846677793794308e-08,-0.0003355933035659482,-9.345190469670901e-07,10.02495813745537,0.0003356197661996093,-0.0003761324022292997,-10.02495813745537,10,-0.02495813745536779,0.9992657027093238,2.518896177805541e-05,-0.02495813745536779,329.1376858978203,329.1376858978203,10,-0.02495813745536779,1.024198651202914,2.518896177805541e-05,-0.02495813745536779,0.9992657027093238,329.1376858978203,-0.02495813745536779,-0.02495813745536779,-0.02495813745536779,10.02495813745537,-10.02495813745537
94.2,-9.392178861146425e-07,10.02475732743809,8.603453195617285e-05,774.0545623683266,-0.0247598302103841,1.023973872989756,7.466645262691405e-08,-0.0003334444963738562,-9.392178861146425e-07,10.02475732743809,0.0003334714068641978,-0.0003731060884939327,-10.02475732743809,10,-0.02475732743809012,0.9992415732746054,2.502772293983685e-05,-0.02475732743809012,329.1297381555095,329.1297381555095,10,-0.02475732743809012,1.023973872989756,2.502772293983685e-05,-0.02475732743809012,0.9992415732746054,329.1297381555095,-0.02475732743809012,-0.02475732743809012,-0.02475732743809012,10.02475732743809,-10.02475732743809
94.8,-9.434334915826785e-07,10.02455779486309,8.547661262965418e-05,780.0693574472828,-0.02456028123667981,1.023750903283024,7.123046073433991e-08,-0.0003312591365017584,-9.434334915826785e-07,10.02455779486309,0.0003312864303971708,-0.0003700990264929145,-10.02455779486309,10,-0.02455779486308884,0.9992179721558452,2.48637359097012e-05,-0.02455779486308884,329.1219644296703,329.1219644296703,10,-0.02455779486308884,1.023750903283024,2.48637359097012e-05,-0.02455779486308884,0.9992179721558452,329.1219644296703,-0.02455779486308884,-0.02455779486308884,-0.02455779486308884,10.02455779486309,-10.02455779486309
95.40000000000001,-9.448689968369355e-07,10.02435958748496,8.491242963618839e-05,786.0840331713164,-0.02436205725200883,1.023529732318444,5.914278827573982e-08,-0.0003290461368315352,-9.448689968369355e-07,10.02435958748496,0.0003290737611840137,-0.0003671119359134098,-10.02435958748496,10,-0.0243595874849607,0.9991948425039646,2.469767048134814e-05,-0.0243595874849607,329.1143459953791,329.1143459953791,10,-0.0243595874849607,1.023529732318444,2.469767048134814e-05,-0.0243595874849607,0.9991948425039646,329.1143459953791,-0.0243595874849607,-0.0243595874849607,-0.0243595874849607,10.02435958748496,-10.02435958748496
96,-9.448097285939486e-07,10.0241627364845,8.434426348578021e-05,792.0985902629458,-0.0241651894853904,1.023310349207269,3.844098068467316e-08,-0.0003268119161293207,-9.448097285939486e-07,10.0241627364845,0.0003268398246842373,-0.0003641452866665765,-10.0241627364845,10,-0.02416273648450051,0.9991721427316677,2.45300088988834e-05,-0.02416273648450051,329.1068691546309,329.1068691546309,10,-0.02416273648450051,1.023310349207269,2.45300088988834e-05,-0.02416273648450051,0.9991721427316677,329.1068691546309,-0.02416273648450051,-0.02416273648450051,-0.02416273648450051,10.0241627364845,-10.0241627364845
96.59999999999999,-9.445410135702532e-07,10.0239672730425,8.377439468843442e-05,798.1130294446905,-0.02396970916584375,1.023092743060754,9.162529772145887e-09,-0.0003245628931076265,-9.445410135702532e-07,10.0239672730425,0.0003245910465921869,-0.0003611995486635452,-10.0239672730425,10,-0.02396727304250135,0.9991498312516767,2.436123342403757e-05,-0.02396727304250135,329.0995202094272,329.0995202094272,10,-0.02396727304250135,1.023092743060754,2.436123342403757e-05,-0.02396727304250135,0.9991498312516767,329.0995202094272,-0.02396727304250135,-0.02396727304250135,-0.02396727304250135,10.0239672730425,-10.0239672730425
97.2,-9.449335249416054e-07,10.02377312602306,8.319675219168579e-05,804.1273519074508,-0.02377554509013291,1.022876895931395,-1.230545769699457e-08,-0.0003222901053054783,-9.449335249416054e-07,10.02377312602306,0.0003223184558153464,-0.0003582736498483874,-10.02377312602306,10,-0.02377312602305715,0.9991279605790957,2.419067075765114e-05,-0.02377312602305715,329.0923164571691,329.0923164571691,10,-0.02377312602305715,1.022876895931395,2.419067075765114e-05,-0.02377312602305715,0.9991279605790957,329.0923164571691,-0.02377312602305715,-0.02377312602305715,-0.02377312602305715,10.02377312602306,-10.02377312602306
97.8,-9.473050610807678e-07,10.02358033461942,8.261427051916446e-05,810.1415583370666,-0.02358273650878099,1.022662797483221,-2.720577697554994e-08,-0.0003200011759968845,-9.473050610807678e-07,10.02358033461942,0.0003200296832949701,-0.0003553681808842402,-10.02358033461942,10,-0.02358033461941922,0.9991064817574195,2.401889361774296e-05,-0.02358033461941922,329.0852417725851,329.0852417725851,10,-0.02358033461941922,1.022662797483221,2.401889361774296e-05,-0.02358033461941922,0.9991064817574195,329.0852417725851,-0.02358033461941922,-0.02358033461941922,-0.02358033461941922,10.02358033461942,-10.02358033461942
98.40000000000001,-9.529586852346214e-07,10.0233889343889,8.202958741342381e-05,816.1556494360224,-0.02339131903227904,1.022450437129419,-3.620029723195293e-08,-0.0003177031817968193,-9.529586852346214e-07,10.0233889343889,0.0003177318139718519,-0.0003524836776387787,-10.0233889343889,10,-0.02338893438890466,0.9990853491742582,2.384643374386125e-05,-0.02338893438890466,329.0782811318867,329.0782811318867,10,-0.02338893438890466,1.022450437129419,2.384643374386125e-05,-0.02338893438890466,0.9990853491742582,329.0782811318867,-0.02338893438890466,-0.02338893438890466,-0.02338893438890466,10.0233889343889,-10.0233889343889
99,-9.631230521887966e-07,10.02319894252838,8.144384195162239e-05,822.169625990852,-0.02320130988992578,1.022239803016502,-3.701700857292069e-08,-0.0003154004391947829,-9.631230521887966e-07,10.02319894252838,0.0003154291694232435,-0.000349620399277893,-10.02319894252838,10,-0.02319894252837784,0.9990645341036039,2.367361547937069e-05,-0.02319894252837784,329.0714250733145,329.0714250733145,10,-0.02319894252837784,1.022239803016502,2.367361547937069e-05,-0.02319894252837784,0.9990645341036039,329.0714250733145,-0.02319894252837784,-0.02319894252837784,-0.02319894252837784,10.02319894252838,-10.02319894252838
99.59999999999999,-9.768956032027184e-07,10.02301036198436,8.085724470188414e-05,828.1834888394936,-0.02301271204437455,1.022030882516298,-3.008797523787277e-08,-0.0003130950947531366,-9.768956032027184e-07,10.02301036198436,0.0003131238986306526,-0.0003467783902072785,-10.02301036198436,10,-0.02301036198436357,0.9990440211320445,2.350060010980481e-05,-0.02301036198436357,329.0646685200058,329.0646685200058,10,-0.02301036198436357,1.022030882516298,2.350060010980481e-05,-0.02301036198436357,0.9990440211320445,329.0646685200058,-0.02301036198436357,-0.02301036198436357,-0.02301036198436357,10.02301036198436,-10.02301036198436
100.2,-9.829270851849747e-07,10.02282312585164,8.026545490513521e-05,834.1972390718556,-0.02282545852662635,1.021823659203312,-2.909986681776432e-08,-0.0003107786586885435,-9.829270851849747e-07,10.02282312585164,0.0003108075032767648,-0.0003439566421297348,-10.02282312585164,10,-0.02282312585164448,0.9990238601014864,2.33267498187667e-05,-0.02282312585164448,329.0580278888651,329.0580278888651,10,-0.02282312585164448,1.021823659203312,2.33267498187667e-05,-0.02282312585164448,0.9990238601014864,329.0580278888651,-0.02282312585164448,-0.02282312585164448,-0.02282312585164448,10.02282312585164,-10.02282312585164
100.8,-9.878806298394707e-07,10.02263728766467,7.967197928534885e-05,840.2108773433943,-0.0226396029451385,1.021618123199462,-2.488541909750833e-08,-0.0003084609806994574,-9.878806298394707e-07,10.02263728766467,0.000308489844187013,-0.0003411559618378851,-10.02263728766467,10,-0.02263728766467032,0.9990039883394737,2.315280468172254e-05,-0.02263728766467032,329.0514825368673,329.0514825368673,10,-0.02263728766467032,1.021618123199462,2.315280468172254e-05,-0.02263728766467032,0.9990039883394737,329.0514825368673,-0.02263728766467032,-0.02263728766467032,-0.02263728766467032,10.02263728766467,-10.02263728766467
101.4,-9.913868375315879e-07,10.02245285393493,7.907726069288663e-05,846.2244044791885,-0.02245515183160693,1.021414262070377,-1.720017048266861e-08,-0.00030614475024817,-9.913868375315879e-07,10.02245285393493,0.0003061736131435191,-0.0003383764474633997,-10.02245285393493,10,-0.02245285393493468,0.9989843871021649,2.297896672252137e-05,-0.02245285393493468,329.0450262901743,329.0450262901743,10,-0.02245285393493468,1.021414262070377,2.297896672252137e-05,-0.02245285393493468,0.9989843871021649,329.0450262901743,-0.02245285393493468,-0.02245285393493468,-0.02245285393493468,10.02245285393493,-10.02245285393493
102,-9.930763086267064e-07,10.02226983117392,7.848174197811015e-05,852.2378213043164,-0.02227211171772763,1.021212063381684,-5.799672332061303e-09,-0.0003038326567840191,-9.930763086267064e-07,10.02226983117392,0.0003038615033512777,-0.0003356181971377883,-10.02226983117392,10,-0.02226983117392045,0.998965037645835,2.28054380718018e-05,-0.02226983117392045,329.0386529749864,329.0386529749864,10,-0.02226983117392045,1.021212063381684,2.28054380718018e-05,-0.02226983117392045,0.998965037645835,329.0386529749864,-0.02226983117392045,-0.02226983117392045,-0.02226983117392045,10.02226983117392,-10.02226983117392
102.6,-9.93481947217975e-07,10.02208819533763,7.788636719339473e-05,858.2511286990475,-0.02209045854392586,1.021011513867256,4.602653735540323e-09,-0.000301522626886667,-9.93481947217975e-07,10.02208819533763,0.0003015514392218451,-0.0003328808485052313,-10.02208819533763,10,-0.02208819533763062,0.9989459505925782,2.263206295233244e-05,-0.02208819533763062,329.0323660900042,329.0323660900042,10,-0.02208819533763062,1.021011513867256,2.263206295233244e-05,-0.02208819533763062,0.9989459505925782,329.0323660900042,-0.02208819533763062,-0.02208819533763062,-0.02208819533763062,10.02208819533763,-10.02208819533763
103.2,-9.928727745063938e-07,10.02190793131817,7.729193381227213e-05,864.2643275275108,-0.02191017719718528,1.020812600504217,1.074340790413529e-08,-0.0002992139801287571,-9.928727745063938e-07,10.02190793131817,0.0002992427389092229,-0.0003301641738816585,-10.02190793131817,10,-0.02190793131816626,0.9989271279762409,2.24587901901524e-05,-0.02190793131816626,329.0261663051352,329.0261663051352,10,-0.02190793131816626,1.020812600504217,2.24587901901524e-05,-0.02190793131816626,0.9989271279762409,329.0261663051352,-0.02190793131816626,-0.02190793131816626,-0.02190793131816626,10.02190793131817,-10.02190793131817
103.8,-9.905376481147455e-07,10.02172905719974,7.669869485750436e-05,870.2774185938808,-0.02173128579548308,1.020615311173217,1.474488739514589e-08,-0.000296911209952773,-9.905376481147455e-07,10.02172905719974,0.0002969399011489801,-0.0003274684458057793,-10.02172905719974,10,-0.02172905719974061,0.9989085399309016,2.228595742472667e-05,-0.02172905719974061,329.0200437831556,329.0200437831556,10,-0.02172905719974061,1.020615311173217,2.228595742472667e-05,-0.02172905719974061,0.9989085399309016,329.0200437831556,-0.02172905719974061,-0.02172905719974061,-0.02172905719974061,10.02172905719974,-10.02172905719974
104.4,-9.863012842995367e-07,10.02155157292033,7.610720100486974e-05,876.2904027351102,-0.02155378428930361,1.020419633260947,1.578501646793525e-08,-0.0002946159812348574,-9.863012842995367e-07,10.02155157292033,0.0002946445931765744,-0.0003247936633427894,-10.02155157292033,10,-0.02155157292032506,0.9988901740304075,2.211368978554534e-05,-0.02155157292032506,329.0139944311447,329.0139944311447,10,-0.02155157292032506,1.020419633260947,2.211368978554534e-05,-0.02155157292032506,0.9988901740304075,329.0139944311447,-0.02155157292032506,-0.02155157292032506,-0.02155157292032506,10.02155157292033,-10.02155157292033
105,-9.799883993172739e-07,10.0213754784179,7.551800293014673e-05,882.3032807881503,-0.02137767262913124,1.020225554154095,1.304174565954887e-08,-0.0002923299588774314,-9.799883993172739e-07,10.0213754784179,0.0002923584812839661,-0.000322139825557992,-10.0213754784179,10,-0.02137547841789811,0.998872017848528,2.194211233128712e-05,-0.02137547841789811,329.0080141561564,329.0080141561564,10,-0.02137547841789811,1.020225554154095,2.194211233128712e-05,-0.02137547841789811,0.998872017848528,329.0080141561564,-0.02137547841789811,-0.02137547841789811,-0.02137547841789811,10.0213754784179,-10.0213754784179
105.6,-9.742541769730722e-07,10.02120074966033,7.493067080476752e-05,888.3160535609296,-0.0212029267661971,1.020033061676752,1.114586605283319e-08,-0.0002900509265788359,-9.742541769730722e-07,10.02120074966033,0.0002900793479125327,-0.0003195065702744756,-10.02120074966033,10,-0.02120074966033414,0.9988540830750473,2.17710586295633e-05,-0.02120074966033414,329.0021068085666,329.0021068085666,10,-0.02120074966033414,1.020033061676752,2.17710586295633e-05,-0.02120074966033414,0.9988540830750473,329.0021068085666,-0.02120074966033414,-0.02120074966033414,-0.02120074966033414,10.02120074966033,-10.02120074966033
106.2,-9.685942850203983e-07,10.02102738937219,7.434586929044447e-05,894.3287218937744,-0.02102954944095511,1.019842143164759,8.641480851694221e-09,-0.0002877810004987774,-9.685942850203983e-07,10.02102738937219,0.0002878093114742019,-0.0003168939385527297,-10.02102738937219,10,-0.02102738937218795,0.9988363544802423,2.160068767159684e-05,-0.02102738937218795,328.9962673720158,328.9962673720158,10,-0.02102738937218795,1.019842143164759,2.160068767159684e-05,-0.02102738937218795,0.9988363544802423,328.9962673720158,-0.02102738937218795,-0.02102738937218795,-0.02102738937218795,10.02102738937219,-10.02102738937219
106.8,-9.634060886166758e-07,10.0208553926419,7.376395069122895e-05,900.3412866177642,-0.02085753574845649,1.019652786093298,5.809814650928007e-09,-0.0002855210603870689,-9.634060886166758e-07,10.0208553926419,0.000285549252501293,-0.000314301856372973,-10.0208553926419,10,-0.02085539264190217,0.998818824516939,2.143106554317042e-05,-0.02085539264190217,328.9904933606194,328.9904933606194,10,-0.02085539264190217,1.019652786093298,2.143106554317042e-05,-0.02085539264190217,0.998818824516939,328.9904933606194,-0.02085539264190217,-0.02085539264190217,-0.02085539264190217,10.0208553926419,-10.0208553926419
107.4,-9.593390226391767e-07,10.02068475242323,7.318517999151502e-05,906.3537485613947,-0.0206868786464783,1.019464977976506,3.417711648899612e-09,-0.0002832716403617609,-9.593390226391767e-07,10.02068475242323,0.0002832997068302936,-0.0003117302175445546,-10.02068475242323,10,-0.02068475242323231,0.9988014877857335,2.126223245992737e-05,-0.02068475242323231,328.984782995924,328.984782995924,10,-0.02068475242323231,1.019464977976506,2.126223245992737e-05,-0.02068475242323231,0.9988014877857335,328.984782995924,-0.02068475242323231,-0.02068475242323231,-0.02068475242323231,10.02068475242323,-10.02068475242323
108,-9.5623149111263e-07,10.02051546190757,7.260955348996183e-05,912.3661085331739,-0.02051757133039871,1.01927870662973,1.696827755362071e-09,-0.0002810332724553093,-9.5623149111263e-07,10.02051546190757,0.000281061205447072,-0.0003091789194581466,-10.02051546190757,10,-0.02051546190757136,0.9987843389504321,2.109422827346191e-05,-0.02051546190757136,328.9791345202967,328.9791345202967,10,-0.02051546190757136,1.01927870662973,2.109422827346191e-05,-0.02051546190757136,0.9987843389504321,328.9791345202967,-0.02051546190757136,-0.02051546190757136,-0.02051546190757136,10.02051546190757,-10.02051546190757
108.6,-9.519959858329797e-07,10.02034751574349,7.203650346958648e-05,918.3783672979604,-0.02034960845388073,1.01909396052615,-5.305378591395496e-10,-0.000278806633656959,-9.519959858329797e-07,10.02034751574349,0.0002788344271225941,-0.0003066478814648337,-10.02034751574349,10,-0.02034751574348803,0.9987673718865889,2.092710392694735e-05,-0.02034751574348803,328.9735459164702,328.9735459164702,10,-0.02034751574348803,1.01909396052615,2.092710392694735e-05,-0.02034751574348803,0.9987673718865889,328.9735459164702,-0.02034751574348803,-0.02034751574348803,-0.02034751574348803,10.02034751574349,-10.02034751574349
109.2,-9.481202989220546e-07,10.02018090401893,7.146635545826425e-05,924.3905256937252,-0.02018298010559352,1.018910727037095,-1.538249917838916e-09,-0.0002765918200960687,-9.481202989220546e-07,10.02018090401893,0.0002766194676585548,-0.0003041369541847545,-10.02018090401893,10,-0.02018090401893247,0.9987505838847728,2.076086661050025e-05,-0.02018090401893247,328.9680162920134,328.9680162920134,10,-0.02018090401893247,1.018910727037095,2.076086661050025e-05,-0.02018090401893247,0.9987505838847728,328.9680162920134,-0.02018090401893247,-0.02018090401893247,-0.02018090401893247,10.02018090401893,-10.02018090401893
109.8,-9.446485341576302e-07,10.02001561775154,7.089899870839701e-05,930.4025845250245,-0.02001767730450412,1.018728994037474,-6.314177573864729e-10,-0.0002743890092627031,-9.446485341576302e-07,10.02001561775154,0.0002744165045474942,-0.000301646002248891,-10.02001561775154,10,-0.02001561775153959,0.9987339718155801,2.059552964530503e-05,-0.02001561775153959,328.9625446161646,328.9625446161646,10,-0.02001561775153959,1.018728994037474,2.059552964530503e-05,-0.02001561775153959,0.9987339718155801,328.9625446161646,-0.02001561775153959,-0.02001561775153959,-0.02001561775153959,10.02001561775154,-10.02001561775154
110.4,-9.41603255204153e-07,10.01985164733293,7.033426292121206e-05,936.4145445931848,-0.01985369044276705,1.018548749450875,2.968615556405587e-09,-0.000272198272356894,-9.41603255204153e-07,10.01985164733293,0.0002722256094628245,-0.0002991748808537961,-10.01985164733293,10,-0.01985164733292599,0.99871753321636,2.043109841060042e-05,-0.01985164733292599,328.957130077777,328.957130077777,10,-0.01985164733292599,1.018548749450875,2.043109841060042e-05,-0.01985164733292599,0.99871753321636,328.957130077777,-0.01985164733292599,-0.01985164733292599,-0.01985164733292599,10.01985164733293,-10.01985164733293
111,-9.386757006944879e-07,10.01968899193999,6.977299491757996e-05,942.4264066640496,-0.01969101870781123,1.018369981735623,6.762362035670281e-09,-0.0002700210106759294,-9.386757006944879e-07,10.01968899193999,0.0002700481857358976,-0.0002967235775948646,-10.01968899193999,10,-0.0196889919399883,0.9987012574738638,2.026767822932429e-05,-0.0196889919399883,328.9517691810636,328.9517691810636,10,-0.0196889919399883,1.018369981735623,2.026767822932429e-05,-0.0196889919399883,0.9987012574738638,328.9517691810636,-0.0196889919399883,-0.0196889919399883,-0.0196889919399883,10.01968899193999,-10.01968899193999
111.6,-9.356931369359152e-07,10.01952764533668,6.921543433356797e-05,948.438171516638,-0.01952965586783966,1.018192679151491,1.004408210134744e-08,-0.000267857788621452,-9.356931369359152e-07,10.01952764533668,0.0002678847993169808,-0.0002942919984915887,-10.01952764533668,10,-0.01952764533668194,0.9986851391263859,2.010531157722178e-05,-0.01952764533668194,328.9464601270503,328.9464601270503,10,-0.01952764533668194,1.018192679151491,2.010531157722178e-05,-0.01952764533668194,0.9986851391263859,328.9464601270503,-0.01952764533668194,-0.01952764533668194,-0.01952764533668194,10.01952764533668,-10.01952764533668
112.2,-9.325999450313625e-07,10.01936759644861,6.866127935296424e-05,954.4498399411747,-0.01936959084706331,1.018016829789374,1.369657234955911e-08,-0.00026570842143124,-9.325999450313625e-07,10.01936759644861,0.0002657352641901647,-0.0002918799766469783,-10.01936759644861,10,-0.01936759644861397,0.9986691773252534,1.994398449341184e-05,-0.01936759644861397,328.9412026362015,328.9412026362015,10,-0.01936759644861397,1.018016829789374,1.994398449341184e-05,-0.01936759644861397,0.9986691773252534,328.9412026362015,-0.01936759644861397,-0.01936759644861397,-0.01936759644861397,10.01936759644861,-10.01936759644861
